Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
0,2007-10-05,32.54543685913086,35.4247057864131,26.90012950730004,29.05149370148867,855215656
1,2007-10-08,30.879337310791016,33.64537507515086,30.68522855070953,33.64537507515086,126671715
2,2007-10-09,32.982173919677734,33.273334876563496,29.229420508905978,30.89551235079529,116725709
3,2007-10-10,33.28950119018555,33.96887948189164,32.99834031886197,33.839472943776364,67931378
4,2007-10-11,37.009910583496094,38.82158501909971,32.99834858261307,38.82158501909971,106320954
5,2007-10-12,36.767269134521484,38.14219971308791,35.90996035723603,36.233473434545786,99410791
6,2007-10-15,37.252540588378906,37.753988515704634,36.9290274951083,37.52752759524435,41814972
7,2007-10-16,41.0538215637207,41.70085217174976,37.04225987667578,37.301068609545496,138614496
8,2007-10-17,44.256614685058594,45.291854234206724,34.324756053270605,36.880511506227435,204876259
9,2007-10-18,42.703731536865234,48.34903603582118,40.87588367505875,44.96832289540376,146617799
10,2007-10-19,42.55814743041992,44.28894289346081,40.43913460425597,41.7331866307649,110266491
11,2007-10-22,41.99202346801758,43.30225013226518,40.600914118346516,41.700862474621275,72253405
12,2007-10-23,44.98450469970703,45.38889604536594,43.027247953961755,43.027247953961755,74594921
13,2007-10-24,44.28895568847656,46.42414302665404,43.78750775058117,45.93886898859224,63055170
14,2007-10-25,44.19188690185547,45.22713029095661,39.03185262756155,42.78460442814567,34522489
15,2007-10-26,45.518314361572266,46.24621900705005,43.75516579846587,44.96834020759551,62370025
16,2007-10-29,46.440330505371094,47.55645278219915,46.03593901201724,46.26240000346681,43657697
17,2007-10-30,47.47557067871094,48.75344506253978,45.68006995935886,47.07117921776608,79921711
18,2007-10-31,48.46226501464844,49.52986068411947,47.556430253818284,47.7181867745327,44655368
19,2007-11-01,47.378517150878906,50.03132706093439,46.99030395609197,49.65928777045706,50632492
20,2007-11-02,48.23582077026367,48.52698611833335,45.29185020010208,45.66389383642933,32001693
21,2007-11-05,49.22251510620117,50.30628453092423,47.91228482690581,48.20345003647759,38833135
22,2007-11-06,49.86956024169922,53.023813193798766,49.190181805199956,50.07984289425368,81880281
23,2007-11-07,49.14165115356445,51.50329497924803,48.041707514039594,50.79156880681531,33593141
24,2007-11-08,48.30051803588867,49.61074874527248,47.23292654343725,47.87995275411746,27990521
25,2007-11-12,49.46516799926758,50.33865517252419,45.56683229690677,46.844710867425235,35153735
26,2007-11-13,50.645999908447266,51.665065551299,48.704920821899826,50.3063128234728,43830531
27,2007-11-14,49.982784271240234,52.24737584245198,49.7239711732027,51.53564530775749,36738579
28,2007-11-15,50.82391357421875,51.713574450828226,49.86954833323071,50.92096573286009,29242252
29,2007-11-16,50.46806716918945,51.61653715580786,49.885740836370196,50.597471558284354,18895294
30,2007-11-19,52.295902252197266,54.188454668917274,51.22831083144599,51.616523899025076,40716718
31,2007-11-20,51.487117767333984,53.54142665500563,50.856265520876896,52.08561782896024,26342171
32,2007-11-21,47.47557067871094,52.10180723674885,46.32709629687063,51.794472359187665,26814499
33,2007-11-22,45.841819763183594,48.882846610027244,43.85221494720686,46.974115686349094,34096185
34,2007-11-23,48.88285446166992,49.17401543966515,46.132988104366795,48.85050226679751,27664090
35,2007-11-26,49.27107238769531,50.694529607995044,48.88285917557466,50.694529607995044,20159123
36,2007-11-27,48.057891845703125,50.11220131147805,47.556448197458074,50.11220131147805,20573198
37,2007-11-28,47.346153259277344,49.335762394326444,47.02264014956886,49.109301462359554,16435311
38,2007-11-29,46.068267822265625,48.785776400459895,45.46976783834797,48.52696773127046,25530967
39,2007-11-30,47.84760284423828,48.1387637753224,46.26238943017807,46.90941567166612,18437721
40,2007-12-03,48.52696990966797,49.12546992045256,48.05787423928711,48.42991336342029,16851227
41,2007-12-04,47.8961296081543,49.25488648955349,47.540264292747125,48.85049508293797,14008727
42,2007-12-05,49.80485534667969,49.98279019540638,47.87995491575877,47.977007096571505,27725290
43,2007-12-06,48.88285446166992,51.648890334516906,48.252002019406746,50.88863350069232,24104710
44,2007-12-07,48.67256164550781,49.88573590060455,47.799078814594786,49.190183538601296,11742386
45,2007-12-10,48.721092224121094,49.319588014164644,48.0902398550299,49.14165754489673,8330010
46,2007-12-11,48.494625091552734,49.432812186852786,48.2519902709789,49.15782517928368,11685950
47,2007-12-12,48.46226501464844,48.89900849816266,47.556430253818284,47.87994329524712,16342131
48,2007-12-13,47.653480529785156,49.17399351964359,47.47555011919431,48.52696746232958,14620172
49,2007-12-14,47.18439483642578,47.928477592054016,46.94176001375016,47.49173403365245,10991851
50,2007-12-17,44.33749008178711,47.718204366215325,43.67428546960665,47.45939120490292,19355678
51,2007-12-18,44.14337921142578,45.61536226751016,42.768448343769535,43.8360399681903,21607783
52,2007-12-19,43.33457946777344,45.955035801780326,42.96254037315066,45.56681842343628,19526912
53,2007-12-20,42.89784622192383,44.25660298152633,42.703737486562446,43.90073769801832,17105204
54,2007-12-24,44.20805740356445,44.90360937634423,43.18898808920136,43.54485321581028,16711519
55,2007-12-26,45.550655364990234,46.10062938383899,44.45071171521992,44.45071171521992,20930094
56,2007-12-27,45.87417221069336,47.13587251172646,45.48595470825507,46.488846266281016,44565277
57,2007-12-28,46.230037689208984,46.424146441124854,45.29184611960357,45.777115805429446,18354518
58,2007-12-31,46.569732666015625,46.844719745857205,46.003584602547555,46.58591095772884,11982308
59,2008-01-01,47.42703628540039,47.86377990482186,46.375618573573185,46.81236219299466,16687746
60,2008-01-02,47.168216705322266,47.782890656706414,46.472664486968455,47.4270254044545,13437280
61,2008-01-03,49.10929489135742,49.30340360879554,46.310907744398854,46.87705561063606,31815218
62,2008-01-04,48.850486755371094,50.46805210608601,48.526973685228114,49.82102596580005,28011310
63,2008-01-07,48.44610595703125,49.562223659077276,47.928484054609655,48.54315814401689,15858063
64,2008-01-08,46.796180725097656,49.17400281267912,46.23003281795574,48.4946244465234,13282666
65,2008-01-09,46.05209732055664,47.05498876202026,45.93886686317853,46.84470613427637,13113527
66,2008-01-10,44.95216369628906,47.55644724290235,44.64482444196709,46.26239461489914,18023003
67,2008-01-11,45.63154220581055,46.06828584536862,43.83604155161136,45.566837819236014,11629440
68,2008-01-14,46.32707977294922,46.81234935299732,44.98450147906813,45.71240584914028,10264240
69,2008-01-15,44.91980743408203,47.265277609880734,44.54776821481673,47.071173243605,11558334
70,2008-01-16,43.9977912902832,44.968330610454416,42.881673704842704,44.59629141530758,14834065
71,2008-01-17,45.17862319946289,46.181514831299246,43.22136603018449,44.15955327754319,16169395
72,2008-01-18,43.07577896118164,44.85510090419646,42.70373540820968,44.806570431772656,13254156
73,2008-01-21,35.74821090698242,42.70374344833289,31.13814644723972,42.70374344833289,33202389
74,2008-01-22,32.15721130371094,33.968885612588906,25.541366393195094,32.221913487464356,58755707
75,2008-01-23,35.74821090698242,37.12314175817961,32.67483606312989,32.67483606312989,28425991
76,2008-01-24,35.82908630371094,38.36866513699548,34.13064244798864,37.673112816523265,29911930
77,2008-01-25,37.67311477661133,37.85104524415448,36.152601300064134,37.5275321119468,12550722
78,2008-01-28,38.07750701904297,38.368667966769344,34.13064496519897,37.155493694636284,13601109
79,2008-01-29,37.44664764404297,38.724526060374416,36.88049975618698,38.174552071286385,7679877
80,2008-01-30,35.37616729736328,37.68928509516925,34.907071545085024,37.527528544442575,9016102
81,2008-01-31,33.06303787231445,35.845250628600176,32.67482270012558,35.74819628706221,41538563
82,2008-02-01,34.211517333984375,34.45415214645339,33.32185635493134,33.62919334526605,9089201
83,2008-02-04,35.974666595458984,36.395234082236584,34.858546791522684,34.858546791522684,12009385
84,2008-02-05,37.09078598022461,37.57605564549223,35.262937785302036,36.03936837214476,14593303
85,2008-02-06,36.767269134521484,37.20401266647503,34.71296240998266,36.07171689589091,12429218
